ix,iy,x_m,y_m,depth_m
90,7,200.0,-65.0,9.0
91,7,205.0,-65.0,9.05
92,7,210.0,-65.0,9.1
93,7,215.0,-65.0,9.15
94,7,220.0,-65.0,9.2
95,7,225.0,-65.0,9.25
96,7,230.0,-65.0,9.3
97,7,235.0,-65.0,9.35
98,7,240.0,-65.0,9.4
99,7,245.0,-65.0,9.45
100,7,250.0,-65.0,9.5
0,8,-250.0,-60.0,4.5
1,8,-245.0,-60.0,4.55
2,8,-240.0,-60.0,4.6
3,8,-235.0,-60.0,4.65
4,8,-230.0,-60.0,4.7
5,8,-225.0,-60.0,4.75
6,8,-220.0,-60.0,4.8
7,8,-215.0,-60.0,4.85
8,8,-210.0,-60.0,4.9
9,8,-205.0,-60.0,4.95
10,8,-200.0,-60.0,5.0
11,8,-195.0,-60.0,5.05
12,8,-190.0,-60.0,5.1
13,8,-185.0,-60.0,5.15
14,8,-180.0,-60.0,5.2
15,8,-175.0,-60.0,5.25
16,8,-170.0,-60.0,5.3
17,8,-165.0,-60.0,5.35
18,8,-160.0,-60.0,5.4
19,8,-155.0,-60.0,5.45
20,8,-150.0,-60.0,5.5
21,8,-145.0,-60.0,5.55
22,8,-140.0,-60.0,5.6
23,8,-135.0,-60.0,5.65
24,8,-130.0,-60.0,5.7
25,8,-125.0,-60.0,5.75
26,8,-120.0,-60.0,5.8
27,8,-115.0,-60.0,5.85
28,8,-110.0,-60.0,5.9
29,8,-105.0,-60.0,5.95
30,8,-100.0,-60.0,6.0
31,8,-95.0,-60.0,6.05
32,8,-90.0,-60.0,6.1
33,8,-85.0,-60.0,6.15
34,8,-80.0,-60.0,6.2
35,8,-75.0,-60.0,6.25
36,8,-70.0,-60.0,6.3
37,8,-65.0,-60.0,6.35
38,8,-60.0,-60.0,6.4
39,8,-55.0,-60.0,6.45
40,8,-50.0,-60.0,6.5
41,8,-45.0,-60.0,6.55
42,8,-40.0,-60.0,6.6
43,8,-35.0,-60.0,6.65
44,8,-30.0,-60.0,6.7
45,8,-25.0,-60.0,6.75
46,8,-20.0,-60.0,6.8
47,8,-15.0,-60.0,6.85
48,8,-10.0,-60.0,6.9
49,8,-5.0,-60.0,6.95
50,8,0.0,-60.0,7.0
51,8,5.0,-60.0,7.05
52,8,10.0,-60.0,7.1
53,8,15.0,-60.0,7.15
54,8,20.0,-60.0,7.2
55,8,25.0,-60.0,7.25
56,8,30.0,-60.0,7.3
57,8,35.0,-60.0,7.35
58,8,40.0,-60.0,7.4
59,8,45.0,-60.0,7.45
60,8,50.0,-60.0,7.5
61,8,55.0,-60.0,7.55
62,8,60.0,-60.0,7.6
63,8,65.0,-60.0,7.65
64,8,70.0,-60.0,7.7
65,8,75.0,-60.0,7.75
66,8,80.0,-60.0,7.8
67,8,85.0,-60.0,7.85
68,8,90.0,-60.0,7.9
69,8,95.0,-60.0,7.95
70,8,100.0,-60.0,8.0
71,8,105.0,-60.0,8.05
72,8,110.0,-60.0,8.1
73,8,115.0,-60.0,8.15
74,8,120.0,-60.0,8.2
75,8,125.0,-60.0,8.25
76,8,130.0,-60.0,8.3
77,8,135.0,-60.0,8.35
78,8,140.0,-60.0,8.4
79,8,145.0,-60.0,8.45
80,8,150.0,-60.0,8.5
81,8,155.0,-60.0,8.55
82,8,160.0,-60.0,8.6
83,8,165.0,-60.0,8.65
84,8,170.0,-60.0,8.7
85,8,175.0,-60.0,8.75
86,8,180.0,-60.0,8.8
87,8,185.0,-60.0,8.85
88,8,190.0,-60.0,8.9
89,8,195.0,-60.0,8.95
90,8,200.0,-60.0,9.0
91,8,205.0,-60.0,9.05
92,8,210.0,-60.0,9.1
93,8,215.0,-60.0,9.15
94,8,220.0,-60.0,9.2
95,8,225.0,-60.0,9.25
96,8,230.0,-60.0,9.3
97,8,235.0,-60.0,9.35
98,8,240.0,-60.0,9.4
99,8,245.0,-60.0,9.45
100,8,250.0,-60.0,9.5
0,9,-250.0,-55.0,4.5
1,9,-245.0,-55.0,4.55
2,9,-240.0,-55.0,4.6
3,9,-235.0,-55.0,4.65
4,9,-230.0,-55.0,4.7
5,9,-225.0,-55.0,4.75
6,9,-220.0,-55.0,4.8
7,9,-215.0,-55.0,4.85
8,9,-210.0,-55.0,4.9
9,9,-205.0,-55.0,4.95
10,9,-200.0,-55.0,5.0
11,9,-195.0,-55.0,5.05
12,9,-190.0,-55.0,5.1
13,9,-185.0,-55.0,5.15
14,9,-180.0,-55.0,5.2
15,9,-175.0,-55.0,5.25
16,9,-170.0,-55.0,5.3
17,9,-165.0,-55.0,5.35
18,9,-160.0,-55.0,5.4
19,9,-155.0,-55.0,5.45
20,9,-150.0,-55.0,5.5
21,9,-145.0,-55.0,5.55
22,9,-140.0,-55.0,5.6
23,9,-135.0,-55.0,5.65
24,9,-130.0,-55.0,5.7
25,9,-125.0,-55.0,5.75
26,9,-120.0,-55.0,5.8
27,9,-115.0,-55.0,5.85
28,9,-110.0,-55.0,5.9
29,9,-105.0,-55.0,5.95
30,9,-100.0,-55.0,6.0
31,9,-95.0,-55.0,6.05
32,9,-90.0,-55.0,6.1
33,9,-85.0,-55.0,6.15
34,9,-80.0,-55.0,6.2
35,9,-75.0,-55.0,6.25
36,9,-70.0,-55.0,6.3
37,9,-65.0,-55.0,6.35
38,9,-60.0,-55.0,6.4
39,9,-55.0,-55.0,6.45
40,9,-50.0,-55.0,6.5
41,9,-45.0,-55.0,6.55
42,9,-40.0,-55.0,6.6
43,9,-35.0,-55.0,6.65
44,9,-30.0,-55.0,6.7
45,9,-25.0,-55.0,6.75
46,9,-20.0,-55.0,6.8
47,9,-15.0,-55.0,6.85
48,9,-10.0,-55.0,6.9
49,9,-5.0,-55.0,6.95
50,9,0.0,-55.0,7.0
51,9,5.0,-55.0,7.05
52,9,10.0,-55.0,7.1
53,9,15.0,-55.0,7.15
54,9,20.0,-55.0,7.2
55,9,25.0,-55.0,7.25
56,9,30.0,-55.0,7.3
57,9,35.0,-55.0,7.35
58,9,40.0,-55.0,7.4
59,9,45.0,-55.0,7.45
60,9,50.0,-55.0,7.5
61,9,55.0,-55.0,7.55
62,9,60.0,-55.0,7.6
63,9,65.0,-55.0,7.65
64,9,70.0,-55.0,7.7
65,9,75.0,-55.0,7.75
66,9,80.0,-55.0,7.8
67,9,85.0,-55.0,7.85
68,9,90.0,-55.0,7.9
69,9,95.0,-55.0,7.95
70,9,100.0,-55.0,8.0
71,9,105.0,-55.0,8.05
72,9,110.0,-55.0,8.1
73,9,115.0,-55.0,8.15
74,9,120.0,-55.0,8.2
75,9,125.0,-55.0,8.25
76,9,130.0,-55.0,8.3
77,9,135.0,-55.0,8.35
78,9,140.0,-55.0,8.4
79,9,145.0,-55.0,8.45
80,9,150.0,-55.0,8.5
81,9,155.0,-55.0,8.55
82,9,160.0,-55.0,8.6
83,9,165.0,-55.0,8.65
84,9,170.0,-55.0,8.7
85,9,175.0,-55.0,8.75
86,9,180.0,-55.0,8.8
87,9,185.0,-55.0,8.85
88,9,190.0,-55.0,8.9
89,9,195.0,-55.0,8.95
90,9,200.0,-55.0,9.0
91,9,205.0,-55.0,9.05
92,9,210.0,-55.0,9.1
93,9,215.0,-55.0,9.15
94,9,220.0,-55.0,9.2
95,9,225.0,-55.0,9.25
96,9,230.0,-55.0,9.3
97,9,235.0,-55.0,9.35
98,9,240.0,-55.0,9.4
99,9,245.0,-55.0,9.45
100,9,250.0,-55.0,9.5
0,10,-250.0,-50.0,4.5
1,10,-245.0,-50.0,4.55
2,10,-240.0,-50.0,4.6
3,10,-235.0,-50.0,4.65
4,10,-230.0,-50.0,4.7
5,10,-225.0,-50.0,4.75
6,10,-220.0,-50.0,4.8
7,10,-215.0,-50.0,4.85
8,10,-210.0,-50.0,4.9
9,10,-205.0,-50.0,4.95
10,10,-200.0,-50.0,5.0
11,10,-195.0,-50.0,5.05
12,10,-190.0,-50.0,5.1
13,10,-185.0,-50.0,5.15
14,10,-180.0,-50.0,5.2
15,10,-175.0,-50.0,5.25
16,10,-170.0,-50.0,5.3
17,10,-165.0,-50.0,5.35
18,10,-160.0,-50.0,5.4
19,10,-155.0,-50.0,5.45
20,10,-150.0,-50.0,5.5
21,10,-145.0,-50.0,5.55
22,10,-140.0,-50.0,5.6
23,10,-135.0,-50.0,5.65
24,10,-130.0,-50.0,5.7
25,10,-125.0,-50.0,5.75
26,10,-120.0,-50.0,5.8
27,10,-115.0,-50.0,5.85
28,10,-110.0,-50.0,5.9
29,10,-105.0,-50.0,5.95
30,10,-100.0,-50.0,6.0
31,10,-95.0,-50.0,6.05
32,10,-90.0,-50.0,6.1
33,10,-85.0,-50.0,6.15
34,10,-80.0,-50.0,6.2
35,10,-75.0,-50.0,6.25
36,10,-70.0,-50.0,6.3
37,10,-65.0,-50.0,6.35
38,10,-60.0,-50.0,6.4
39,10,-55.0,-50.0,6.45
40,10,-50.0,-50.0,6.5
41,10,-45.0,-50.0,6.55
42,10,-40.0,-50.0,6.6
43,10,-35.0,-50.0,6.65
44,10,-30.0,-50.0,6.7
45,10,-25.0,-50.0,6.75
46,10,-20.0,-50.0,6.8
47,10,-15.0,-50.0,6.85
48,10,-10.0,-50.0,6.9
49,10,-5.0,-50.0,6.95
50,10,0.0,-50.0,7.0
51,10,5.0,-50.0,7.05
52,10,10.0,-50.0,7.1
53,10,15.0,-50.0,7.15
54,10,20.0,-50.0,7.2
55,10,25.0,-50.0,7.25
56,10,30.0,-50.0,7.3
57,10,35.0,-50.0,7.35
58,10,40.0,-50.0,7.4
59,10,45.0,-50.0,7.45
60,10,50.0,-50.0,7.5
61,10,55.0,-50.0,7.55
62,10,60.0,-50.0,7.6
63,10,65.0,-50.0,7.65
64,10,70.0,-50.0,7.7
65,10,75.0,-50.0,7.75
66,10,80.0,-50.0,7.8
67,10,85.0,-50.0,7.85
68,10,90.0,-50.0,7.9
69,10,95.0,-50.0,7.95
70,10,100.0,-50.0,8.0
71,10,105.0,-50.0,8.05
72,10,110.0,-50.0,8.1
73,10,115.0,-50.0,8.15
74,10,120.0,-50.0,8.2
75,10,125.0,-50.0,8.25
76,10,130.0,-50.0,8.3
77,10,135.0,-50.0,8.35
78,10,140.0,-50.0,8.4
79,10,145.0,-50.0,8.45
80,10,150.0,-50.0,8.5
81,10,155.0,-50.0,8.55
82,10,160.0,-50.0,8.6
83,10,165.0,-50.0,8.65
84,10,170.0,-50.0,8.7
85,10,175.0,-50.0,8.75
86,10,180.0,-50.0,8.8
87,10,185.0,-50.0,8.85
88,10,190.0,-50.0,8.9
89,10,195.0,-50.0,8.95
90,10,200.0,-50.0,9.0
91,10,205.0,-50.0,9.05
92,10,210.0,-50.0,9.1
93,10,215.0,-50.0,9.15
94,10,220.0,-50.0,9.2
95,10,225.0,-50.0,9.25
96,10,230.0,-50.0,9.3
97,10,235.0,-50.0,9.35
98,10,240.0,-50.0,9.4
99,10,245.0,-50.0,9.45
100,10,250.0,-50.0,9.5
0,11,-250.0,-45.0,4.5
1,11,-245.0,-45.0,4.55
2,11,-240.0,-45.0,4.6
3,11,-235.0,-45.0,4.65
4,11,-230.0,-45.0,4.7
5,11,-225.0,-45.0,4.75
6,11,-220.0,-45.0,4.8
7,11,-215.0,-45.0,4.85
8,11,-210.0,-45.0,4.9
9,11,-205.0,-45.0,4.95
10,11,-200.0,-45.0,5.0
11,11,-195.0,-45.0,5.05
12,11,-190.0,-45.0,5.1
13,11,-185.0,-45.0,5.15
14,11,-180.0,-45.0,5.2
15,11,-175.0,-45.0,5.25
16,11,-170.0,-45.0,5.3
17,11,-165.0,-45.0,5.35
18,11,-160.0,-45.0,5.4
19,11,-155.0,-45.0,5.45
20,11,-150.0,-45.0,5.5
21,11,-145.0,-45.0,5.55
22,11,-140.0,-45.0,5.6
23,11,-135.0,-45.0,5.65
24,11,-130.0,-45.0,5.7
25,11,-125.0,-45.0,5.75
26,11,-120.0,-45.0,5.8
27,11,-115.0,-45.0,5.85
28,11,-110.0,-45.0,5.9
29,11,-105.0,-45.0,5.95
30,11,-100.0,-45.0,6.0
31,11,-95.0,-45.0,6.05
32,11,-90.0,-45.0,6.1
33,11,-85.0,-45.0,6.15
34,11,-80.0,-45.0,6.2
35,11,-75.0,-45.0,6.25
36,11,-70.0,-45.0,6.3
37,11,-65.0,-45.0,6.35
38,11,-60.0,-45.0,6.4
39,11,-55.0,-45.0,6.45
40,11,-50.0,-45.0,6.5
41,11,-45.0,-45.0,6.55
42,11,-40.0,-45.0,6.6
43,11,-35.0,-45.0,6.65
44,11,-30.0,-45.0,6.7
45,11,-25.0,-45.0,6.75
46,11,-20.0,-45.0,6.8
47,11,-15.0,-45.0,6.85
48,11,-10.0,-45.0,6.9
49,11,-5.0,-45.0,6.95
50,11,0.0,-45.0,7.0
51,11,5.0,-45.0,7.05
52,11,10.0,-45.0,7.1
53,11,15.0,-45.0,7.15
54,11,20.0,-45.0,7.2
55,11,25.0,-45.0,7.25
56,11,30.0,-45.0,7.3
57,11,35.0,-45.0,7.35
58,11,40.0,-45.0,7.4
59,11,45.0,-45.0,7.45
60,11,50.0,-45.0,7.5
61,11,55.0,-45.0,7.55
62,11,60.0,-45.0,7.6
63,11,65.0,-45.0,7.65
64,11,70.0,-45.0,7.7
65,11,75.0,-45.0,7.75
66,11,80.0,-45.0,7.8
67,11,85.0,-45.0,7.85
68,11,90.0,-45.0,7.9
69,11,95.0,-45.0,7.95
70,11,100.0,-45.0,8.0
71,11,105.0,-45.0,8.05
72,11,110.0,-45.0,8.1
73,11,115.0,-45.0,8.15
74,11,120.0,-45.0,8.2
75,11,125.0,-45.0,8.25
76,11,130.0,-45.0,8.3
77,11,135.0,-45.0,8.35
78,11,140.0,-45.0,8.4
79,11,145.0,-45.0,8.45
80,11,150.0,-45.0,8.5
81,11,155.0,-45.0,8.55
82,11,160.0,-45.0,8.6
83,11,165.0,-45.0,8.65
84,11,170.0,-45.0,8.7
85,11,175.0,-45.0,8.75
86,11,180.0,-45.0,8.8
87,11,185.0,-45.0,8.85
88,11,190.0,-45.0,8.9
89,11,195.0,-45.0,8.95
90,11,200.0,-45.0,9.0
91,11,205.0,-45.0,9.05
92,11,210.0,-45.0,9.1
93,11,215.0,-45.0,9.15
94,11,220.0,-45.0,9.2
95,11,225.0,-45.0,9.25
96,11,230.0,-45.0,9.3
97,11,235.0,-45.0,9.35
98,11,240.0,-45.0,9.4
99,11,245.0,-45.0,9.45
100,11,250.0,-45.0,9.5
0,12,-250.0,-40.0,4.5
1,12,-245.0,-40.0,4.55
2,12,-240.0,-40.0,4.6
3,12,-235.0,-40.0,4.65
4,12,-230.0,-40.0,4.7
5,12,-225.0,-40.0,4.75
6,12,-220.0,-40.0,4.8
7,12,-215.0,-40.0,4.85
8,12,-210.0,-40.0,4.9
9,12,-205.0,-40.0,4.95
10,12,-200.0,-40.0,5.0
11,12,-195.0,-40.0,5.05
12,12,-190.0,-40.0,5.1
13,12,-185.0,-40.0,5.15
14,12,-180.0,-40.0,5.2
15,12,-175.0,-40.0,5.25
16,12,-170.0,-40.0,5.3
17,12,-165.0,-40.0,5.35
18,12,-160.0,-40.0,5.4
19,12,-155.0,-40.0,5.45
20,12,-150.0,-40.0,5.5
21,12,-145.0,-40.0,5.55
22,12,-140.0,-40.0,5.6
23,12,-135.0,-40.0,5.65
24,12,-130.0,-40.0,5.7
25,12,-125.0,-40.0,5.75
26,12,-120.0,-40.0,5.8
27,12,-115.0,-40.0,5.85
28,12,-110.0,-40.0,5.9
29,12,-105.0,-40.0,5.95
30,12,-100.0,-40.0,6.0
31,12,-95.0,-40.0,6.05
32,12,-90.0,-40.0,6.1
33,12,-85.0,-40.0,6.15
34,12,-80.0,-40.0,6.2
35,12,-75.0,-40.0,6.25
36,12,-70.0,-40.0,6.3
37,12,-65.0,-40.0,6.35
38,12,-60.0,-40.0,6.4
39,12,-55.0,-40.0,6.45
40,12,-50.0,-40.0,6.5
41,12,-45.0,-40.0,6.55
42,12,-40.0,-40.0,6.6
43,12,-35.0,-40.0,6.65
44,12,-30.0,-40.0,6.7
45,12,-25.0,-40.0,6.75
46,12,-20.0,-40.0,6.8
47,12,-15.0,-40.0,6.85
48,12,-10.0,-40.0,6.9
49,12,-5.0,-40.0,6.95
50,12,0.0,-40.0,7.0
51,12,5.0,-40.0,7.05
52,12,10.0,-40.0,7.1
53,12,15.0,-40.0,7.15
54,12,20.0,-40.0,7.2
55,12,25.0,-40.0,7.25
56,12,30.0,-40.0,7.3
57,12,35.0,-40.0,7.35
58,12,40.0,-40.0,7.4
59,12,45.0,-40.0,7.45
60,12,50.0,-40.0,7.5
61,12,55.0,-40.0,7.55
62,12,60.0,-40.0,7.6
63,12,65.0,-40.0,7.65
64,12,70.0,-40.0,7.7
65,12,75.0,-40.0,7.75
66,12,80.0,-40.0,7.8
67,12,85.0,-40.0,7.85
68,12,90.0,-40.0,7.9
69,12,95.0,-40.0,7.95
70,12,100.0,-40.0,8.0
71,12,105.0,-40.0,8.05
72,12,110.0,-40.0,8.1
73,12,115.0,-40.0,8.15
74,12,120.0,-40.0,8.2
75,12,125.0,-40.0,8.25
76,12,130.0,-40.0,8.3
77,12,135.0,-40.0,8.35
78,12,140.0,-40.0,8.4
79,12,145.0,-40.0,8.45
80,12,150.0,-40.0,8.5
81,12,155.0,-40.0,8.55
82,12,160.0,-40.0,8.6
83,12,165.0,-40.0,8.65
84,12,170.0,-40.0,8.7
85,12,175.0,-40.0,8.75
86,12,180.0,-40.0,8.8
87,12,185.0,-40.0,8.85
88,12,190.0,-40.0,8.9
89,12,195.0,-40.0,8.95
90,12,200.0,-40.0,9.0
91,12,205.0,-40.0,9.05
92,12,210.0,-40.0,9.1
93,12,215.0,-40.0,9.15
94,12,220.0,-40.0,9.2
95,12,225.0,-40.0,9.25
96,12,230.0,-40.0,9.3
97,12,235.0,-40.0,9.35
98,12,240.0,-40.0,9.4
99,12,245.0,-40.0,9.45
100,12,250.0,-40.0,9.5
0,13,-250.0,-35.0,4.5
1,13,-245.0,-35.0,4.55
2,13,-240.0,-35.0,4.6
3,13,-235.0,-35.0,4.65
4,13,-230.0,-35.0,4.7
5,13,-225.0,-35.0,4.75
6,13,-220.0,-35.0,4.8
7,13,-215.0,-35.0,4.85
8,13,-210.0,-35.0,4.9
9,13,-205.0,-35.0,4.95
10,13,-200.0,-35.0,5.0
11,13,-195.0,-35.0,5.05
12,13,-190.0,-35.0,5.1
13,13,-185.0,-35.0,5.15
14,13,-180.0,-35.0,5.2
15,13,-175.0,-35.0,5.25
16,13,-170.0,-35.0,5.3
17,13,-165.0,-35.0,5.35
18,13,-160.0,-35.0,5.4
19,13,-155.0,-35.0,5.45
20,13,-150.0,-35.0,5.5
21,13,-145.0,-35.0,5.55
22,13,-140.0,-35.0,5.6
23,13,-135.0,-35.0,5.65
24,13,-130.0,-35.0,5.7
25,13,-125.0,-35.0,5.75
26,13,-120.0,-35.0,5.8
27,13,-115.0,-35.0,5.85
28,13,-110.0,-35.0,5.9
29,13,-105.0,-35.0,5.95
30,13,-100.0,-35.0,6.0
31,13,-95.0,-35.0,6.05
32,13,-90.0,-35.0,6.1
33,13,-85.0,-35.0,6.15
34,13,-80.0,-35.0,6.2
35,13,-75.0,-35.0,6.25
36,13,-70.0,-35.0,6.3
37,13,-65.0,-35.0,6.35
38,13,-60.0,-35.0,6.4
39,13,-55.0,-35.0,6.45
40,13,-50.0,-35.0,6.5
41,13,-45.0,-35.0,6.55
42,13,-40.0,-35.0,6.6
43,13,-35.0,-35.0,6.65
44,13,-30.0,-35.0,6.7
45,13,-25.0,-35.0,6.75
46,13,-20.0,-35.0,6.8
47,13,-15.0,-35.0,6.85
48,13,-10.0,-35.0,6.9
49,13,-5.0,-35.0,6.95
50,13,0.0,-35.0,7.0
51,13,5.0,-35.0,7.05
52,13,10.0,-35.0,7.1
53,13,15.0,-35.0,7.15
54,13,20.0,-35.0,7.2
55,13,25.0,-35.0,7.25
56,13,30.0,-35.0,7.3
57,13,35.0,-35.0,7.35
58,13,40.0,-35.0,7.4
59,13,45.0,-35.0,7.45
60,13,50.0,-35.0,7.5
61,13,55.0,-35.0,7.55
62,13,60.0,-35.0,7.6
63,13,65.0,-35.0,7.65
64,13,70.0,-35.0,7.7
65,13,75.0,-35.0,7.75
66,13,80.0,-35.0,7.8
67,13,85.0,-35.0,7.85
68,13,90.0,-35.0,7.9
69,13,95.0,-35.0,7.95
70,13,100.0,-35.0,8.0
71,13,105.0,-35.0,8.05
72,13,110.0,-35.0,8.1
73,13,115.0,-35.0,8.15
74,13,120.0,-35.0,8.2
75,13,125.0,-35.0,8.25
76,13,130.0,-35.0,8.3
77,13,135.0,-35.0,8.35
78,13,140.0,-35.0,8.4
79,13,145.0,-35.0,8.45
80,13,150.0,-35.0,8.5
81,13,155.0,-35.0,8.55
82,13,160.0,-35.0,8.6
83,13,165.0,-35.0,8.65
84,13,170.0,-35.0,8.7
85,13,175.0,-35.0,8.75
86,13,180.0,-35.0,8.8
87,13,185.0,-35.0,8.85
88,13,190.0,-35.0,8.9
89,13,195.0,-35.0,8.95
90,13,200.0,-35.0,9.0
91,13,205.0,-35.0,9.05
92,13,210.0,-35.0,9.1
93,13,215.0,-35.0,9.15
94,13,220.0,-35.0,9.2
95,13,225.0,-35.0,9.25
96,13,230.0,-35.0,9.3
97,13,235.0,-35.0,9.35
98,13,240.0,-35.0,9.4
99,13,245.0,-35.0,9.45
100,13,250.0,-35.0,9.5
0,14,-250.0,-30.0,4.5
1,14,-245.0,-30.0,4.55
2,14,-240.0,-30.0,4.6
3,14,-235.0,-30.0,4.65
4,14,-230.0,-30.0,4.7
5,14,-225.0,-30.0,4.75
6,14,-220.0,-30.0,4.8
7,14,-215.0,-30.0,4.85
8,14,-210.0,-30.0,4.9
9,14,-205.0,-30.0,4.95
10,14,-200.0,-30.0,5.0
11,14,-195.0,-30.0,5.05
12,14,-190.0,-30.0,5.1
13,14,-185.0,-30.0,5.15
14,14,-180.0,-30.0,5.2
15,14,-175.0,-30.0,5.25
16,14,-170.0,-30.0,5.3
17,14,-165.0,-30.0,5.35
18,14,-160.0,-30.0,5.4
19,14,-155.0,-30.0,5.45
20,14,-150.0,-30.0,5.5
21,14,-145.0,-30.0,5.55
22,14,-140.0,-30.0,5.6
23,14,-135.0,-30.0,5.65
24,14,-130.0,-30.0,5.7
25,14,-125.0,-30.0,5.75
26,14,-120.0,-30.0,5.8
27,14,-115.0,-30.0,5.85
28,14,-110.0,-30.0,5.9
29,14,-105.0,-30.0,5.95
30,14,-100.0,-30.0,6.0
31,14,-95.0,-30.0,6.05
32,14,-90.0,-30.0,6.1
33,14,-85.0,-30.0,6.15
34,14,-80.0,-30.0,6.2
35,14,-75.0,-30.0,6.25
36,14,-70.0,-30.0,6.3
37,14,-65.0,-30.0,6.35
38,14,-60.0,-30.0,6.4
39,14,-55.0,-30.0,6.45
40,14,-50.0,-30.0,6.5
41,14,-45.0,-30.0,6.55
42,14,-40.0,-30.0,6.6
43,14,-35.0,-30.0,6.65
44,14,-30.0,-30.0,6.7
45,14,-25.0,-30.0,6.75
46,14,-20.0,-30.0,6.8
47,14,-15.0,-30.0,6.85
48,14,-10.0,-30.0,6.9
49,14,-5.0,-30.0,6.95
50,14,0.0,-30.0,7.0
51,14,5.0,-30.0,7.05
52,14,10.0,-30.0,7.1
53,14,15.0,-30.0,7.15
54,14,20.0,-30.0,7.2
55,14,25.0,-30.0,7.25
56,14,30.0,-30.0,7.3
57,14,35.0,-30.0,7.35
58,14,40.0,-30.0,7.4
59,14,45.0,-30.0,7.45
60,14,50.0,-30.0,7.5
61,14,55.0,-30.0,7.55
62,14,60.0,-30.0,7.6
63,14,65.0,-30.0,7.65
64,14,70.0,-30.0,7.7
65,14,75.0,-30.0,7.75
66,14,80.0,-30.0,7.8
67,14,85.0,-30.0,7.85
68,14,90.0,-30.0,7.9
69,14,95.0,-30.0,7.95
70,14,100.0,-30.0,8.0
71,14,105.0,-30.0,8.05
72,14,110.0,-30.0,8.1
73,14,115.0,-30.0,8.15
74,14,120.0,-30.0,8.2
75,14,125.0,-30.0,8.25
76,14,130.0,-30.0,8.3
77,14,135.0,-30.0,8.35
78,14,140.0,-30.0,8.4
79,14,145.0,-30.0,8.45
80,14,150.0,-30.0,8.5
81,14,155.0,-30.0,8.55
82,14,160.0,-30.0,8.6
83,14,165.0,-30.0,8.65
84,14,170.0,-30.0,8.7
85,14,175.0,-30.0,8.75
86,14,180.0,-30.0,8.8
87,14,185.0,-30.0,8.85
88,14,190.0,-30.0,8.9
89,14,195.0,-30.0,8.95
90,14,200.0,-30.0,9.0
91,14,205.0,-30.0,9.05
92,14,210.0,-30.0,9.1
93,14,215.0,-30.0,9.15
94,14,220.0,-30.0,9.2
95,14,225.0,-30.0,9.25
96,14,230.0,-30.0,9.3
97,14,235.0,-30.0,9.35
98,14,240.0,-30.0,9.4
99,14,245.0,-30.0,9.45
100,14,250.0,-30.0,9.5
0,15,-250.0,-25.0,4.5
1,15,-245.0,-25.0,4.55
2,15,-240.0,-25.0,4.6
3,15,-235.0,-25.0,4.65
4,15,-230.0,-25.0,4.7
5,15,-225.0,-25.0,4.75
6,15,-220.0,-25.0,4.8
7,15,-215.0,-25.0,4.85
8,15,-210.0,-25.0,4.9
9,15,-205.0,-25.0,4.95
10,15,-200.0,-25.0,5.0
11,15,-195.0,-25.0,5.05
12,15,-190.0,-25.0,5.1
13,15,-185.0,-25.0,5.15
14,15,-180.0,-25.0,5.2
15,15,-175.0,-25.0,5.25
16,15,-170.0,-25.0,5.3
17,15,-165.0,-25.0,5.35
18,15,-160.0,-25.0,5.4
19,15,-155.0,-25.0,5.45
20,15,-150.0,-25.0,5.5
21,15,-145.0,-25.0,5.55
22,15,-140.0,-25.0,5.6
23,15,-135.0,-25.0,5.65
24,15,-130.0,-25.0,5.7
25,15,-125.0,-25.0,5.75
26,15,-120.0,-25.0,5.8
27,15,-115.0,-25.0,5.85
28,15,-110.0,-25.0,5.9
29,15,-105.0,-25.0,5.95
30,15,-100.0,-25.0,6.0
31,15,-95.0,-25.0,6.05
32,15,-90.0,-25.0,6.1
33,15,-85.0,-25.0,6.15
34,15,-80.0,-25.0,6.2
35,15,-75.0,-25.0,6.25
36,15,-70.0,-25.0,6.3
37,15,-65.0,-25.0,6.35
38,15,-60.0,-25.0,6.4
39,15,-55.0,-25.0,6.45
40,15,-50.0,-25.0,6.5
41,15,-45.0,-25.0,6.55
42,15,-40.0,-25.0,6.6
43,15,-35.0,-25.0,6.65
44,15,-30.0,-25.0,6.7
45,15,-25.0,-25.0,6.75
46,15,-20.0,-25.0,6.8
47,15,-15.0,-25.0,6.85
48,15,-10.0,-25.0,6.9
49,15,-5.0,-25.0,6.95
50,15,0.0,-25.0,7.0
51,15,5.0,-25.0,7.05
52,15,10.0,-25.0,7.1
53,15,15.0,-25.0,7.15
54,15,20.0,-25.0,7.2
55,15,25.0,-25.0,7.25
56,15,30.0,-25.0,7.3
57,15,35.0,-25.0,7.35
58,15,40.0,-25.0,7.4
59,15,45.0,-25.0,7.45
60,15,50.0,-25.0,7.5
61,15,55.0,-25.0,7.55
62,15,60.0,-25.0,7.6
63,15,65.0,-25.0,7.65
64,15,70.0,-25.0,7.7
65,15,75.0,-25.0,7.75
66,15,80.0,-25.0,7.8
67,15,85.0,-25.0,7.85
68,15,90.0,-25.0,7.9
69,15,95.0,-25.0,7.95
70,15,100.0,-25.0,8.0
71,15,105.0,-25.0,8.05
72,15,110.0,-25.0,8.1
73,15,115.0,-25.0,8.15
74,15,120.0,-25.0,8.2
75,15,125.0,-25.0,8.25
76,15,130.0,-25.0,8.3
77,15,135.0,-25.0,8.35
78,15,140.0,-25.0,8.4
79,15,145.0,-25.0,8.45
